name,brand,imageUrl,price,category,sub_category,type,stock,unit,discount
Oreo Cream Biscuit,Cadbury,cadbury_oreo_cream_biscuit.png,33,Snacks,Biscuit,Pack,30,120 gm,0
Fortune Besan,Fortune,fortune_besan.png,70,Grains,Besan,Pack,23,500 gm,5
Ghee,Patanjali,patanjali_ghee.png,550,Dairy,Ghee,Tin,10,1 ltr,5
Aashirvaad Sugar,Aashirvaad,aashirvaad_sugar.png,55,Essentials,Sugar,Pack,39,1 kg,0
Nescafe Classic,Nescafe,nescafe_classic.png,157,Beverages,Coffee,Jar,10,50 gm,0
Meat Masala,MDH,mdh_meat_masala.png,91,Masale,Meat,Pack,14,100 gm,15
Daawat Rozana Rice,Daawat,daawat_rozana_rice.png,100,Grains,Chawal,Bag,15,1 kg,0
Dhaniya Powder,Everest,everest_dhaniya_powder.png,62,Masale,Dhaniya,Pack,41,100 gm,0
Kurkure Masala Munch,Kurkure,kurkure_masala_munch.png,20,Snacks,Namkeen,Pack,35,55 gm,0
Real Mixed Fruit Juice,Real,real_mixed_fruit_juice.png,111,Drinks,Juice,Tetra Pak,25,1 ltr,0
Real Mixed Fruit Juice,Real,real_mixed_fruit_juice.png,20,Drinks,Juice,Tetra Pak,25,160 ml,0
Real Mixed Fruit Juice,Real,real_mixed_fruit_juice.png,45,Drinks,Juice,Tetra Pak,25,500 ml,0
Uncle Chips Spicy Treat,Uncle Chips,uncle_chips_spicy_treat.png,31,Snacks,Chips,Pack,25,52 gm,0
Butter,Amul,amul_butter.png,80,Dairy,Butter,Pack,17,100 gm,0
Butter,Amul,amul_butter.png,110,Dairy,Butter,Pack,17,200 gm,0
Butter,Amul,amul_butter.png,270,Dairy,Butter,Pack,17,500 gm,0
Tata Tea Gold,Tata,tata_tea_gold.png,124,Beverages,Tea,Pack,21,250 gm,0
Harpic Toilet Cleaner,Harpic,harpic_toilet_cleaner.png,90,Cleaning,Toilet Cleaner,Bottle,15,500 ml,0
Aata,Fortune,fortune_aata.png,50,Grains,Aata,Bag,22,1 kg,0
Aata,Fortune,fortune_aata.png,240,Grains,Aata,Bag,22,5 kg,0
Aata,Fortune,fortune_aata.png,470,Grains,Aata,Bag,22,10 kg,0
Maggi 2-Minute Noodles,Maggi,maggi_2_minute_noodles.png,11,Ready to Eat,Noodles,Pack,49,70 gm,0
Maggi 2-Minute Noodles,Maggi,maggi_2_minute_noodles.png,28,Ready to Eat,Noodles,Pack,49,140 gm (2-pack),0
Maggi 2-Minute Noodles,Maggi,maggi_2_minute_noodles.png,55,Ready to Eat,Noodles,Pack,49,280 gm (4-pack),0
Maggi 2-Minute Noodles,Maggi,maggi_2_minute_noodles.png,80,Ready to Eat,Noodles,Pack,49,420 gm (6-pack),0
Vim Bar,Vim,vim_bar.png,15,Cleaning,Dishwash,Bar,52,100 gm,0
Toor Dal,Tata Sampann,tata_sampann_toor_dal.png,120,Dal,Toor Dal,Pack,25,1 kg,0
Mustard Oil,Saffola,saffola_mustard_oil.png,182,Oils,Mustard Oil,Bottle,22,1 ltr,0
Dhara Refined Oil,Dhara,dhara_refined_oil.png,130,Oils,Refined Oil,Pouch,20,1 ltr,0
Real Orange Juice,Real,real_orange_juice.png,110,Drinks,Juice,Tetra Pak,20,1 ltr,0
Real Orange Juice,Real,real_orange_juice.png,20,Drinks,Juice,Tetra Pak,20,160 ml,0
Real Orange Juice,Real,real_orange_juice.png,45,Drinks,Juice,Tetra Pak,20,500 ml,0
Pav Bhaji Masala,Everest,everest_pav_bhaji_masala.png,54,Masale,Pav Bhaji,Pack,22,100 gm,5
Tata Salt,Tata,tata_salt.png,32,Essentials,Salt,Pack,52,1 kg,0
Tata Sampann Moong Chilka Dal,Tata Sampann,tata_sampann_moong_chilka_dal.png,114,Dal,Moong Chilka Dal,Pack,24,1 kg,0
Kissan Mixed Fruit Jam,Kissan,kissan_mixed_fruit_jam.png,60,Sauces & Spreads,Jam,Bottle,15,200 gm,0
Amul Dark Chocolate,Amul,amul_dark_chocolate.png,100,Chocolates,Dark Chocolate,Bar,15,150 gm,0
Paneer,Mother Dairy,mother_dairy_paneer.png,89,Dairy,Paneer,Pack,17,200 gm,5
Parle-G Biscuit,Parle,parle_g_biscuit.png,22,Snacks,Biscuit,Pack,55,100 gm,0
Parle-G Biscuit,Parle,parle_g_biscuit.png,5,Snacks,Biscuit,Pack,55,50 gm,0
Parle-G Biscuit,Parle,parle_g_biscuit.png,25,Snacks,Biscuit,Pack,55,250 gm,0
Parle-G Biscuit,Parle,parle_g_biscuit.png,80,Snacks,Biscuit,Pack,55,800 gm,0
Everest Shahi Paneer Masala,Everest,everest_shahi_paneer_masala.png,80,Masale,Paneer Masala,Pack,20,100 gm,5
Kurkure Green Chutney,Kurkure,kurkure_green_chutney.png,20,Snacks,Namkeen,Pack,35,55 gm,0
Good Day Biscuit,Britannia,britannia_good_day_biscuit.png,30,Snacks,Biscuit,Pack,35,100 gm,0
Good Day Biscuit,Britannia,britannia_good_day_biscuit.png,10,Snacks,Biscuit,Pack,35,60 gm,0
Good Day Biscuit,Britannia,britannia_good_day_biscuit.png,20,Snacks,Biscuit,Pack,35,120 gm,0
Good Day Biscuit,Britannia,britannia_good_day_biscuit.png,35,Snacks,Biscuit,Pack,35,200 gm,0
Surf Excel,Surf Excel,surf_excel.png,53,Cleaning,Detergent,Pack,32,500 gm,0
Monaco Biscuit,Parle,parle_monaco_biscuit.png,34,Snacks,Biscuit,Pack,41,75 gm,0
Refined Oil,Fortune,fortune_refined_oil.png,130,Oils,Refined Oil,Pouch,20,1 ltr,0
Moong Dal Namkeen,Haldiram's,haldirams_moong_dal_namkeen.png,45,Snacks,Namkeen,Pack,30,200 gm,0
Amul Taaza Milk,Amul,amul_taaza_milk.png,56,Dairy,Milk,Pack,30,1 ltr,0
Rajma,Fortune,fortune_rajma.png,121,Dal,Rajma,Pack,21,1 kg,5
MDH Deggi Mirch,MDH,mdh_deggi_mirch.png,61,Masale,Mirch,Pack,34,100 gm,0
Sunflower Oil,Fortune,fortune_sunflower_oil.png,147,Oils,Sunflower Oil,Pouch,25,1 ltr,5
Kitchen King Masala,Everest,everest_kitchen_king_masala.png,76,Masale,Kitchen King,Pack,24,100 gm,0
Sabzi Masala,MDH,mdh_sabzi_masala.png,51,Masale,Sabzi,Pack,30,100 gm,10
Aloo Bhujia,Haldiram's,haldirams_aloo_bhujia.png,33,Snacks,Namkeen,Pack,31,200 gm,0
Aloo Bhujia,Haldiram's,haldirams_aloo_bhujia.png,20,Snacks,Namkeen,Pack,31,100 gm,0
Aloo Bhujia,Haldiram's,haldirams_aloo_bhujia.png,75,Snacks,Namkeen,Pack,31,400 gm,0
KitKat,Nestle,nestle_kitkat.png,20,Chocolates,Wafer Chocolate,Bar,25,18 gm,0
Coca-Cola,Coca-Cola,coca_cola.png,40,Drinks,Cold Drink,Bottle,30,750 ml,0
Coca-Cola,Coca-Cola,coca_cola.png,15,Drinks,Cold Drink,Bottle,30,250 ml,0
Coca-Cola,Coca-Cola,coca_cola.png,25,Drinks,Cold Drink,Bottle,30,500 ml,0
Coca-Cola,Coca-Cola,coca_cola.png,55,Drinks,Cold Drink,Bottle,30,1.25 ltr,0
Coca-Cola,Coca-Cola,coca_cola.png,80,Drinks,Cold Drink,Bottle,30,2.25 ltr,0
Colgate Strong Teeth,Colgate,colgate_strong_teeth.png,59,Personal Care,Toothpaste,Tube,27,100 gm,0
Lays Classic Salted,Lays,lays_classic_salted.png,26,Snacks,Chips,Pack,43,52 gm,0
Lays Classic Salted,Lays,lays_classic_salted.png,10,Snacks,Chips,Pack,43,28 gm,0
Lays Classic Salted,Lays,lays_classic_salted.png,40,Snacks,Chips,Pack,43,90 gm,0
Lays Classic Salted,Lays,lays_classic_salted.png,70,Snacks,Chips,Pack,43,150 gm,0
Ghee,Gowardhan,gowardhan_ghee.png,600,Dairy,Ghee,Tin,8,1 ltr,0
Lal Qilla Basmati Rice,Lal Qilla,lal_qilla_basmati_rice.png,220,Grains,Chawal,Bag,18,1 kg,0
Milk,Mother Dairy,mother_dairy_milk.png,56,Dairy,Milk,Pack,30,1 ltr,0
Amul Vanilla Ice Cream,Amul,amul_vanilla_ice_cream.png,60,Ice Creams,Vanilla,Cup,15,100 ml,0
Fortune Masoor Malka Dal,Fortune,fortune_masoor_malka_dal.png,90,Dal,Masoor Malka Dal,Pack,15,1 kg,0
Mother Dairy Kulfi,Mother Dairy,mother_dairy_kulfi.png,30,Ice Creams,Kulfi,Stick,18,60 ml,0
Aashirvaad Atta,Aashirvaad,aashirvaad_atta.png,60,Grains,Aata,Bag,25,1 kg,0
Sunfeast Dark Fantasy,Sunfeast,sunfeast_dark_fantasy.png,35,Snacks,Biscuit,Pack,20,75 gm,0
Dairy Milk Chocolate,Cadbury,cadbury_dairy_milk_chocolate.png,40,Chocolates,Milk Chocolate,Bar,30,23 gm,0
Britannia Bourbon,Britannia,britannia_bourbon.png,25,Snacks,Biscuit,Pack,30,100 gm,0
Parle Monaco Zeera,Parle,parle_monaco_zeera.png,20,Snacks,Biscuit,Pack,40,75 gm,0
Slice Mango Drink,Slice,slice_mango_drink.png,30,Drinks,Mango Drink,Bottle,25,600 ml,0
Slice Mango Drink,Slice,slice_mango_drink.png,20,Drinks,Mango Drink,Bottle,25,160 ml,0
Slice Mango Drink,Slice,slice_mango_drink.png,45,Drinks,Mango Drink,Bottle,25,500 ml,0
Slice Mango Drink,Slice,slice_mango_drink.png,110,Drinks,Mango Drink,Bottle,25,1 ltr,0
Nutella Hazelnut Spread,Nutella,nutella_hazelnut_spread.png,350,Sauces & Spreads,Spread,Jar,10,180 gm,0
Lays Cream & Onion,Lays,lays_cream_onion.png,20,Snacks,Chips,Pack,40,52 gm,0
Lays Cream & Onion,Lays,lays_cream_onion.png,10,Snacks,Chips,Pack,40,28 gm,0
Lays Cream & Onion,Lays,lays_cream_onion.png,40,Snacks,Chips,Pack,40,90 gm,0
Lays Cream & Onion,Lays,lays_cream_onion.png,70,Snacks,Chips,Pack,40,150 gm,0
Fortune Mustard Oil,Fortune,fortune_mustard_oil.png,160,Oils,Mustard Oil,Bottle,15,1 ltr,0
Masoor Dal,Patanjali,patanjali_masoor_dal.png,90,Dal,Masoor Dal,Pack,15,1 kg,0
Pepsi,Pepsi,pepsi.png,40,Drinks,Cold Drink,Bottle,28,750 ml,0
Pepsi,Pepsi,pepsi.png,15,Drinks,Cold Drink,Bottle,28,250 ml,0
Pepsi,Pepsi,pepsi.png,25,Drinks,Cold Drink,Bottle,28,500 ml,0
Pepsi,Pepsi,pepsi.png,55,Drinks,Cold Drink,Bottle,28,1.25 ltr,0
Pepsi,Pepsi,pepsi.png,80,Drinks,Cold Drink,Bottle,28,2.25 ltr,0
Red Label Tea,Brooke Bond,brooke_bond_red_label_tea.png,110,Beverages,Tea,Pack,18,250 gm,0
Bingo Mad Angles,Bingo,bingo_mad_angles.png,15,Snacks,Chips,Pack,35,50 gm,0
5 Star,Cadbury,cadbury_5_star.png,25,Chocolates,Caramel Chocolate,Bar,20,22 gm,0
Sona Masoori Chawal,India Gate,india_gate_sona_masoori_chawal.png,90,Grains,Chawal,Bag,15,1 kg,0
Haldiram's Moong Dal,Haldiram's,haldirams_moong_dal.png,45,Snacks,Namkeen,Pack,30,200 gm,0
Haldiram's Bhujia,Haldiram's,haldirams_bhujia.png,40,Snacks,Namkeen,Pack,25,200 gm,0
Haldiram's Khatta Meetha,Haldiram's,haldirams_khatta_meetha.png,45,Snacks,Namkeen,Pack,20,200 gm,0
Bikano Navratan Mix,Bikano,bikano_navratan_mix.png,50,Snacks,Namkeen,Pack,20,200 gm,0
Bikano Aloo Bhujia,Bikano,bikano_aloo_bhujia.png,45,Snacks,Namkeen,Pack,20,200 gm,0
Kellogg's Corn Flakes,Kellogg's,kelloggs_corn_flakes.png,90,Breakfast,Cereal,Box,15,250 gm,0
Kellogg's Chocos,Kellogg's,kelloggs_chocos.png,110,Breakfast,Cereal,Box,10,250 gm,0
Saffola Oats,Saffola,saffola_oats.png,50,Breakfast,Oats,Pack,20,200 gm,0
Quaker Oats,Quaker,quaker_oats.png,55,Breakfast,Oats,Pack,20,200 gm,0
Pringles Original,Pringles,pringles_original.png,99,Snacks,Chips,Can,10,107 gm,0
Pringles Sour Cream & Onion,Pringles,pringles_sour_cream_onion.png,99,Snacks,Chips,Can,10,107 gm,0
Bournvita Health Drink,Cadbury,cadbury_bournvita.png,220,Beverages,Health Drink,Jar,15,500 gm,0
Del Monte Tomato Ketchup,Del Monte,del_monte_tomato_ketchup.png,65,Sauces & Spreads,Ketchup,Bottle,10,200 gm,0
Del Monte Olive Oil,Del Monte,del_monte_olive_oil.png,350,Oils,Olive Oil,Bottle,8,500 ml,0
NutriChoice Digestive Biscuit,Britannia,britannia_nutrichoice_digestive_biscuit.png,40,Snacks,Biscuit,Pack,20,100 gm,0
Yakult Probiotic Drink,Yakult,yakult_probiotic_drink.png,60,Drinks,Probiotic,Pack,10,5 bottles,0
Saffola Gold Oil,Saffola,saffola_gold_oil.png,180,Oils,Blended Oil,Pouch,15,1 ltr,0
Saffola Active Oil,Saffola,saffola_active_oil.png,170,Oils,Blended Oil,Pouch,15,1 ltr,0
Rooh Afza Sharbat,Hamdard,hamdard_rooh_afza_sharbat.png,160,Drinks,Syrup,Bottle,12,750 ml,0
Hershey's Chocolate Syrup,Hershey's,hersheys_chocolate_syrup.png,120,Drinks,Syrup,Bottle,10,623 gm,0
Mapro Rose Syrup,Mapro,mapro_rose_syrup.png,140,Drinks,Syrup,Bottle,8,750 ml,0
Haldiram's Rasgulla,Haldiram's,haldirams_rasgulla.png,120,Sweets,Rasgulla,Tin,10,1 kg,0
Haldiram's Gulab Jamun,Haldiram's,haldirams_gulab_jamun.png,130,Sweets,Gulab Jamun,Tin,10,1 kg,0
Haldiram's Soan Papdi,Haldiram's,haldirams_soan_papdi.png,90,Sweets,Soan Papdi,Box,15,500 gm,0
Bikano Rasgulla,Bikano,bikano_rasgulla.png,110,Sweets,Rasgulla,Tin,10,1 kg,0
Bikano Gulab Jamun,Bikano,bikano_gulab_jamun.png,120,Sweets,Gulab Jamun,Tin,10,1 kg,0
Unibic Choco Chip Cookies,Unibic,unibic_choco_chip_cookies.png,40,Snacks,Cookies,Pack,15,75 gm,0
Unibic Cashew Cookies,Unibic,unibic_cashew_cookies.png,40,Snacks,Cookies,Pack,15,75 gm,0
Unibic Oatmeal Cookies,Unibic,unibic_oatmeal_cookies.png,45,Snacks,Cookies,Pack,15,75 gm,0
Hide & Seek Chocolate Chip Biscuit,Parle,parle_hide_seek_chocolate_chip_biscuit.png,30,Snacks,Biscuit,Pack,20,120 gm,0
Hide & Seek Fab Orange Biscuit,Parle,parle_hide_seek_fab_orange_biscuit.png,30,Snacks,Biscuit,Pack,20,120 gm,0
Everest Chhole Masala,Everest,everest_chhole_masala.png,60,Masale,Chhole Masala,Pack,20,100 gm,0
Everest Sambhar Masala,Everest,everest_sambhar_masala.png,65,Masale,Sambhar Masala,Pack,15,100 gm,0
Everest Black Pepper Powder,Everest,everest_black_pepper_powder.png,80,Masale,Black Pepper,Pack,10,50 gm,0
Everest Jeera Powder,Everest,everest_jeera_powder.png,55,Masale,Jeera,Pack,15,100 gm,0
Everest Meat Masala,Everest,everest_meat_masala.png,70,Masale,Meat Masala,Pack,10,100 gm,0
Everest Pani Puri Masala,Everest,everest_pani_puri_masala.png,60,Masale,Pani Puri Masala,Pack,12,100 gm,0
MDH Chana Masala,MDH,mdh_chana_masala.png,60,Masale,Chana Masala,Pack,15,100 gm,0
MDH Kitchen King Masala,MDH,mdh_kitchen_king_masala.png,70,Masale,Kitchen King,Pack,10,100 gm,0
MDH Rajma Masala,MDH,mdh_rajma_masala.png,65,Masale,Rajma Masala,Pack,10,100 gm,0
MDH Deggi Mirch Coarse Ground,MDH,mdh_deggi_mirch_coarse_ground.png,75,Masale,Deggi Mirch,Pack,10,100 gm,0
Catch Chat Masala,Catch,catch_chat_masala.png,55,Masale,Chat Masala,Pack,10,100 gm,0
Catch Black Salt,Catch,catch_black_salt.png,30,Masale,Black Salt,Pack,10,100 gm,0
Catch Hing,Catch,catch_hing.png,90,Masale,Hing,Pack,8,50 gm,0
SDS Coarse Ground Chilli Powder,SDS,sds_coarse_ground_chilli_powder.png,60,Masale,Chilli Powder,Pack,10,100 gm,0
SDS Haldi Powder,SDS,sds_haldi_powder.png,40,Masale,Haldi,Pack,10,100 gm,0
SDS Jeera Powder,SDS,sds_jeera_powder.png,50,Masale,Jeera,Pack,10,100 gm,0
Lipton Green Tea,Lipton,lipton_green_tea.png,120,Beverages,Green Tea,Box,15,25 bags,0
Lipton Green Tea Lemon Zest,Lipton,lipton_green_tea_lemon_zest.png,130,Beverages,Green Tea,Box,10,25 bags,0
Lipton Green Tea Tulsi Natural,Lipton,lipton_green_tea_tulsi_natural.png,135,Beverages,Green Tea,Box,10,25 bags,0
Sugar Free Gold Tablets,Sugar Free,sugar_free_gold_tablets.png,70,Health,Sweetener,Pack,20,100 tablets,0
Sugar Free Natura Powder,Sugar Free,sugar_free_natura_powder.png,120,Health,Sweetener,Jar,10,100 gm,0
Tata Sampann Chhole Masala,Tata Sampann,tata_sampann_chhole_masala.png,60,Masale,Chhole Masala,Pack,15,100 gm,0
Tata Sampann Toor Dal,Tata Sampann,tata_sampann_toor_dal.png,120,Dal,Toor Dal,Pack,20,1 kg,0
Tata Sampann Moong Dal,Tata Sampann,tata_sampann_moong_dal.png,110,Dal,Moong Dal,Pack,20,1 kg,0
Tetley Green Tea,Tetley,tetley_green_tea.png,110,Beverages,Green Tea,Box,10,25 bags,0
Tetley Elaichi Green Tea,Tetley,tetley_elaichi_green_tea.png,120,Beverages,Green Tea,Box,10,25 bags,0
Shan Biryani Masala,Shan,shan_biryani_masala.png,80,Masale,Biryani Masala,Pack,10,50 gm,0
Shan Nihari Masala,Shan,shan_nihari_masala.png,85,Masale,Nihari Masala,Pack,10,50 gm,0
Organic India Tulsi Green Tea,Organic India,organic_india_tulsi_green_tea.png,140,Beverages,Green Tea,Box,10,25 bags,0
Organic India Moong Dal,Organic India,organic_india_moong_dal.png,130,Dal,Moong Dal,Pack,10,1 kg,0
Tang Orange Drink Mix,Tang,tang_orange_drink_mix.png,35,Drinks,Drink Mix,Pack,20,125 gm,0
Tang Lemon Drink Mix,Tang,tang_lemon_drink_mix.png,35,Drinks,Drink Mix,Pack,20,125 gm,0
