name,brand,imageUrl,price,category,sub_category,type,stock,unit,discount
", ",SDS,,279.32,masala,_RARE_,grocery,95,1kg,2
category,Everest,imageUrl,186.17,masala,_RARE_,grocery,158,1kg,0
: {,Catch,discount,237.87,dairy,_RARE_,grocery,180,500g,0
: ,Aashirvaad,brand,291.99,grocery,_RARE_,grocery,133,500g,8
,Aashirvaad,: ,180.29,grocery,_RARE_,grocery,109,500g,5
: ,MDH,: ,187.2,_RARE_,_RARE_,grocery,190,500g,8
.},Tata,brandmasala,47.39,grocery,_RARE_,grocery,193,500g,2
price,Mother Dairy,stock:grocery ,285.89,dairy,_RARE_,grocery,179,1kg,0
{,Tata,cdn3,56.51,grocery,_RARE_,grocery,53,500g,0
{,Catch,",category",271.22,grocery,_RARE_,grocery,20,500g,10
stock,Nestle,",, ",288.39,masala,_RARE_,grocery,195,1kg,9
type,Tata, ,154.56,grocery,_RARE_,grocery,136,500g,0
", netimagess",Amul,,150.96,dairy,_RARE_,grocery,154,500g,5
grocery,India Gate,/,155.69,grocery,_RARE_,grocery,160,500g,1
sub,Tata,_,261.3,masala,_RARE_,grocery,55,500g,10
{},Catch,httpskirana,229.76,_RARE_,_RARE_,grocery,114,500g,5
stock,Goldiee,:name,81.4,_RARE_,_RARE_,grocery,157,500g,1
} ,SDS,", grocery//, ",43.05,dairy,_RARE_,grocery,130,500g,3
", ",Mother Dairy,500g,45.27,dairy,_RARE_,grocery,193,1kg,5
: brand8items,_RARE_,{,251.78,masala,_RARE_,grocery,38,1kg,1
"::,imagess 1,kirana",MDH,}acategory,266.82,grocery,_RARE_,grocery,195,500g,8
"category/,:type",_RARE_,typeimageUrl,288.64,_RARE_,_RARE_,grocery,139,1kg,3
{,Fortune,:_,112.02,grocery,_RARE_,grocery,96,1kg,3
: ,Daawat,cdnimageUrl ,291.44,masala,_RARE_,grocery,86,1kg,2
,Badshah,masala ,120.75,dairy,_RARE_,grocery,175,1kg,10
unithttps ,_RARE_,"1, ",239.29,masala,_RARE_,grocery,96,500g,10
},SDS,,204.14,dairy,_RARE_,grocery,166,1kg,0
imageUrl_,Badshah,stock,102.59,_RARE_,_RARE_,grocery,193,500g,4
: ,Fortune,:5:,42.41,dairy,_RARE_,grocery,15,500g,3
sub,Mother Dairy,":_, ",240.11,masala,_RARE_,grocery,135,500g,1
 ,Daawat,: ,73.81,masala,_RARE_,grocery,116,1kg,7
:/discount{grocerycategory,_RARE_,,73.19,masala,_RARE_,grocery,184,1kg,4
,Nestle,500g} {,31.83,_RARE_,_RARE_,grocery,16,1kg,0
,Daawat,,208.49,_RARE_,_RARE_,grocery,194,500g,1
grocery. ,Mother Dairy,", ",186.97,grocery,_RARE_,grocery,66,1kg,5
500g,Amul,", ",40.25,dairy,_RARE_,grocery,194,500g,2
: ,Gowardhan,.,258.4,masala,_RARE_,grocery,59,500g,6
":_,}",Badshah,:.{:name: WhiteWolf2077,87.6,masala,_RARE_,grocery,126,1kg,2
imagessgrocery,India Gate,typeprice,276.78,grocery,_RARE_,grocery,34,500g,1
: ,Fortune,: ,272.77,grocery,_RARE_,grocery,34,500g,2
:  ,Aashirvaad,":, ",48.27,grocery,_RARE_,grocery,195,1kg,9
"pricecategory., stock",Amul,price,47.93,dairy,_RARE_,grocery,186,500g,6
"netgh,",Everest,",WhiteWolf2077 ",68.22,masala,_RARE_,grocery,79,500g,0
category,Aashirvaad,: ,171.13,grocery,_RARE_,grocery,95,1kg,3
{,Aashirvaad,_stock,235.04,masala,_RARE_,grocery,40,500g,8
.,Mother Dairy,: ,184.84,dairy,_RARE_,grocery,195,500g,9
 2,Gowardhan,  ,278.52,grocery,_RARE_,grocery,116,1kg,8
", ",Badshah,"grocery,a 1.",229.1,masala,_RARE_,grocery,123,1kg,1
",_5",Aashirvaad,_a,81.71,grocery,_RARE_,grocery,187,500g,4
:category3}cdnsub/,Mother Dairy,category/grocery/gh.cdnstock,255.18,_RARE_,_RARE_,grocery,195,500g,1
,Everest,typecategory_cdn,123.08,grocery,_RARE_,grocery,148,500g,9
", ",Tata,,41.62,grocery,_RARE_,grocery,35,500g,7
", ",Fortune,,162.45,dairy,_RARE_,grocery,153,500g,2
,Tata,brand,117.2,grocery,_RARE_,grocery,94,1kg,5
500g{,Mother Dairy,httpskirana,147.66,_RARE_,_RARE_,grocery,195,500g,0
:masala}jsdelivr ,Everest,ghtype,194.64,grocery,_RARE_,grocery,193,500g,0
: ,Aashirvaad, ,89.91,masala,_RARE_,grocery,137,500g,2
,MDH,: ,254.78,_RARE_,_RARE_,grocery,126,500g,5
:,Fortune,:stock 1type,209.6,masala,_RARE_,grocery,37,500g,7
brand5,Amul,", ",60.87,dairy,_RARE_,grocery,62,500g,1
",",_RARE_,"{,.2",52.15,grocery,_RARE_,grocery,89,500g,7
}/,_RARE_,: ,77.77,_RARE_,_RARE_,grocery,92,500g,6
httpstype,Badshah,",grocery,",194.7,grocery,_RARE_,grocery,194,500g,2
,Gowardhan,,135.73,grocery,_RARE_,grocery,185,1kg,0
type,Daawat,: ,159.61,grocery,_RARE_,grocery,193,1kg,7
,Tata,1 ,51.59,dairy,_RARE_,grocery,41,500g,5
cdn,MDH,: ,218.12,grocery,_RARE_,grocery,195,1kg,6
price,_RARE_,grocery{WhiteWolf2077discount,157.86,masala,_RARE_,grocery,151,1kg,9
: ,Catch,brand,82.13,grocery,_RARE_,grocery,118,500g,10
 1 ,Fortune, ,194.55,masala,_RARE_,grocery,93,500g,2
",: ",Gowardhan,:_sunit/0},99.77,_RARE_,_RARE_,grocery,193,1kg,2
0,_RARE_,", ",139.34,_RARE_,_RARE_,grocery,65,1kg,0
sub///// /// . : /. ,MDH,":_brand:unit, ",230.92,grocery,_RARE_,grocery,60,1kg,3
namesubunit ,Goldiee,,139.33,grocery,_RARE_,grocery,23,1kg,3
: ,MDH,: ,232.2,masala,_RARE_,grocery,133,1kg,5
"ghfull}9:5/items, ",_RARE_,stock,190.08,masala,_RARE_,grocery,187,500g,3
: : ,_RARE_,grocerycdn{,275.73,grocery,_RARE_,grocery,182,500g,10
:,Goldiee,fulljsdelivr,117.06,grocery,_RARE_,grocery,194,500g,5
,Tata,: ,132.16,masala,_RARE_,grocery,156,1kg,10
,SDS,": _,/https 2: ",149.9,dairy,_RARE_,grocery,194,1kg,1
,SDS,: ,85.66,_RARE_,_RARE_,grocery,193,1kg,9
,Aashirvaad,,230.77,masala,_RARE_,grocery,115,500g,5
":, ",MDH,,239.88,grocery,_RARE_,grocery,124,1kg,1
: ,_RARE_,typea,160.57,dairy,_RARE_,grocery,144,500g,6
 ,Tata,type,68.96,grocery,_RARE_,grocery,180,500g,7
", ",_RARE_,,162.26,grocery,_RARE_,grocery,194,1kg,5
:_items,Tata,brand,220.4,masala,_RARE_,grocery,21,500g,0
grocery,Everest,imageUrl,268.82,grocery,_RARE_,grocery,196,1kg,8
 ,India Gate,},187.26,masala,_RARE_,grocery,147,500g,0
,Gowardhan,: ,293.04,_RARE_,_RARE_,grocery,195,1kg,3
,Badshah,kirana,268.69,_RARE_,_RARE_,grocery,95,1kg,7
/,India Gate,",",85.34,dairy,_RARE_,grocery,181,1kg,10
", ",Everest,_,134.95,grocery,_RARE_,grocery,194,500g,8
: ,Daawat,price.,96.98,masala,_RARE_,grocery,196,1kg,6
 ,SDS,", _s",40.0,masala,_RARE_,grocery,195,500g,0
"grocery/, ",MDH,: ,254.08,_RARE_,_RARE_,grocery,59,1kg,6
,Fortune,,56.06,masala,_RARE_,grocery,176,1kg,0
: d6,Aashirvaad,price/name,36.1,masala,_RARE_,grocery,98,1kg,1
kirana,Badshah,:{discount,186.85,_RARE_,_RARE_,grocery,122,1kg,1
},Catch,: ,52.52,grocery,_RARE_,grocery,100,500g,8
", ",Fortune,,111.57,dairy,_RARE_,grocery,121,1kg,10
: namesub,Gowardhan,{5,291.78,masala,_RARE_,grocery,141,1kg,0
"}, ",Badshah,stock,256.36,masala,_RARE_,grocery,53,1kg,10
full,Aashirvaad,: ,274.6,masala,_RARE_,grocery,181,500g,7
", ",Mother Dairy,::{/,64.21,masala,_RARE_,grocery,107,1kg,5
"typestock, ",India Gate,: ,231.48,dairy,_RARE_,grocery,193,1kg,6
},Aashirvaad,:,186.82,_RARE_,_RARE_,grocery,111,1kg,7
,Gowardhan,: ,39.15,grocery,_RARE_,grocery,106,500g,8
,Goldiee,"46imagess, ",291.18,masala,_RARE_,grocery,23,500g,5
}: ,Everest, ,66.8,dairy,_RARE_,grocery,167,500g,4
category,Everest,: ,288.83,dairy,_RARE_,grocery,60,1kg,7
: ,Amul,: ,83.71,masala,_RARE_,grocery,117,500g,5
": ,category",MDH,:.jpg/4//,221.75,grocery,_RARE_,grocery,179,500g,2
{,Gowardhan,", ",108.59,masala,_RARE_,grocery,146,500g,8
: ,Everest,", ",292.3,grocery,_RARE_,grocery,182,500g,5
1,SDS,: ,256.22,dairy,_RARE_,grocery,194,500g,5
,Aashirvaad,":/,8{/,.// ",61.52,grocery,_RARE_,grocery,146,500g,4
ghcategory,Goldiee,: items_,93.38,dairy,_RARE_,grocery,14,500g,7
", ",SDS,https ,292.61,_RARE_,_RARE_,grocery,182,1kg,5
 ,Catch,: ,146.2,grocery,_RARE_,grocery,195,500g,6
,Badshah,masala1_,138.9,masala,_RARE_,grocery,140,500g,8
i,Tata,: ,93.8,dairy,_RARE_,grocery,33,500g,0
discount},Daawat,",",290.31,grocery,_RARE_,grocery,123,1kg,6
", ",Daawat,}_imageUrl ,88.93,grocery,_RARE_,grocery,77,500g,9
,Aashirvaad,category,177.39,masala,_RARE_,grocery,194,1kg,7
: ,SDS,9_,89.29,dairy,_RARE_,grocery,101,500g,4
: ,Mother Dairy,"categorykiranajsdelivr, ",252.85,grocery,_RARE_,grocery,123,1kg,7
: ,MDH,name:,82.8,grocery,_RARE_,grocery,119,500g,1
7,Tata,", ",277.57,masala,_RARE_,grocery,67,500g,4
category,Fortune,,69.06,dairy,_RARE_,grocery,36,1kg,3
",",Goldiee,: ,233.99,masala,_RARE_,grocery,195,500g,7
,Catch,", ",234.46,grocery,_RARE_,grocery,34,500g,10
:. ,SDS,/,119.94,dairy,_RARE_,grocery,126,1kg,9
,SDS,,39.53,grocery,_RARE_,grocery,137,500g,7
/,Nestle,},239.51,_RARE_,_RARE_,grocery,195,1kg,3
,Tata,", ",274.0,grocery,_RARE_,grocery,20,500g,1
brandtype/,MDH,: ,277.39,grocery,_RARE_,grocery,194,500g,0
_type,Fortune,7,228.13,grocery,_RARE_,grocery,37,1kg,7
"},: {",Aashirvaad,name,211.85,grocery,_RARE_,grocery,99,500g,0
:,Goldiee,name{,38.97,grocery,_RARE_,grocery,194,500g,8
:,Catch,,170.54,dairy,_RARE_,grocery,121,500g,5
:jsdelivrcdn: ,India Gate,typetype,84.72,grocery,_RARE_,grocery,65,500g,7
,Goldiee,: ,188.26,dairy,_RARE_,grocery,194,500g,3
"stock,{",Goldiee,", ",177.44,grocery,_RARE_,grocery,127,500g,9
: s,Tata,: ,172.29,_RARE_,_RARE_,grocery,182,500g,5
: ,MDH,type,137.24,masala,_RARE_,grocery,25,500g,9
discount ,Gowardhan,,221.42,masala,_RARE_,grocery,193,500g,1
::4 ,Aashirvaad,", ",254.33,grocery,_RARE_,grocery,158,1kg,3
,Amul,,73.48,grocery,_RARE_,grocery,177,500g,2
}masala,MDH,: ,42.06,dairy,_RARE_,grocery,46,500g,1
brand,_RARE_,: 3,96.74,grocery,_RARE_,grocery,126,1kg,4
,Everest,", ",188.09,grocery,_RARE_,grocery,86,500g,8
 ,Aashirvaad,stock,267.93,masala,_RARE_,grocery,119,500g,0
type3kirana:/discount,Badshah,:/: ,190.97,_RARE_,_RARE_,grocery,193,500g,8
:_5,MDH,unit 2 ,26.75,_RARE_,_RARE_,grocery,92,1kg,6
unit_,Nestle,,54.15,masala,_RARE_,grocery,193,1kg,8
unitmasala,Aashirvaad,grocery,159.51,grocery,_RARE_,grocery,195,500g,8
:imagess.,MDH,: ,86.0,masala,_RARE_,grocery,59,1kg,7
,Gowardhan,: ,48.46,grocery,_RARE_,grocery,173,500g,3
SDS,Mother Dairy,", ",66.93,masala,_RARE_,grocery,101,500g,7
,Tata,:fullfull,140.1,masala,_RARE_,grocery,195,500g,2
",",Tata,"https, ",153.56,dairy,_RARE_,grocery,14,1kg,5
500g,Mother Dairy,imageUrl,186.76,dairy,_RARE_,grocery,168,500g,4
" 2net,categoryitemsimages.",Everest,_,291.17,masala,_RARE_,grocery,14,500g,6
",category",SDS,type ,84.24,grocery,_RARE_,grocery,36,500g,3
"___,subbrand{ Masala",Badshah,", ",192.21,grocery,_RARE_,grocery,88,500g,9
"name:.,",Amul,0unit,211.06,_RARE_,_RARE_,grocery,25,500g,2
: ,Gowardhan, ,195.22,_RARE_,_RARE_,grocery,127,500g,8
cdn,Fortune,2{,70.86,masala,_RARE_,grocery,194,1kg,2
1,Aashirvaad,:_stock,177.78,grocery,_RARE_,grocery,196,1kg,6
"5:/.5itemsgh, ",Aashirvaad,https3,83.31,dairy,_RARE_,grocery,36,500g,7
https ,Tata,: ,68.76,dairy,_RARE_,grocery,173,1kg,3
}}imageUrl.name{,Mother Dairy,category ,111.94,_RARE_,_RARE_,grocery,84,500g,3
 ,Goldiee,_.,187.01,grocery,_RARE_,grocery,63,1kg,3
"_,.net",Everest,{,177.92,masala,_RARE_,grocery,135,500g,0
"imagess}, ",Everest,name,167.95,dairy,_RARE_,grocery,141,500g,5
: ,India Gate,,291.9,masala,_RARE_,grocery,182,1kg,6
 ,Amul,,210.8,grocery,_RARE_,grocery,187,1kg,6
category,Tata,: 1},43.32,grocery,_RARE_,grocery,195,500g,10
", ",Fortune,},205.79,dairy,_RARE_,grocery,194,1kg,8
},Daawat,", ",59.27,masala,_RARE_,grocery,161,500g,6
: ,Fortune,:jsdelivr,103.98,grocery,_RARE_,grocery,187,500g,10
categorygh,India Gate,"categorybrand9 1category2_al, ",64.93,dairy,_RARE_,grocery,189,500g,7
: ,Amul,",7",159.66,_RARE_,_RARE_,grocery,66,1kg,5
}jsdelivrimagess,India Gate,: {,213.73,masala,_RARE_,grocery,152,500g,3
":imageUrl500ggrocerydiscount, ",Gowardhan, ,29.46,_RARE_,_RARE_,grocery,156,500g,4
,_RARE_,{,286.32,_RARE_,_RARE_,grocery,16,1kg,9
},SDS,grocery /,114.02,grocery,_RARE_,grocery,181,500g,1
,India Gate,":},5",219.95,masala,_RARE_,grocery,46,500g,5
",9,unitstocka.d1brand, WhiteWolf2077",Daawat,,149.05,grocery,_RARE_,grocery,193,500g,7
", ",Catch,}grocery ,73.81,masala,_RARE_,grocery,79,1kg,6
